Player,Country,Opponent,Matches,Innings,Not_Out,Hundreds,Fifties,Runs,Average
Moeen Ali,England,Scotland,2,2,0,1,0,174,87.00
Moeen Ali,England,South Africa,15,14,3,0,2,301,27.36
Moeen Ali,England,Sri Lanka,21,15,0,1,1,356,23.73
Moeen Ali,England,West Indies,16,11,3,1,1,317,39.63
Moeen Ali,England,Overall (12),138,112,15,3,6,2355,24.28
Ben Stokes,England,Afghanistan,1,1,0,0,0,2,2.00
Ben Stokes,England,Australia,18,16,1,1,3,538,35.87
Ben Stokes,England,Bangladesh,5,4,1,1,0,154,51.33
Ben Stokes,England,India,21,18,2,0,5,522,32.63
Ben Stokes,England,Ireland,2,1,0,0,0,3,3.00
Ben Stokes,England,Netherlands,1,1,0,1,0,108,108.00
Ben Stokes,England,New Zealand,16,16,4,1,4,661,55.08
Ben Stokes,England,Pakistan,16,12,2,0,4,515,51.50
Ben Stokes,England,South Africa,10,10,0,1,3,366,36.60
Ben Stokes,England,Sri Lanka,10,7,2,0,2,264,52.80
Ben Stokes,England,West Indies,14,13,3,0,3,330,33.00
Ben Stokes,England,Overall (11),114,99,15,5,24,3463,41.23
Sam Curran,England,Afghanistan,1,1,0,0,0,10,10.00
Sam Curran,England,Australia,4,4,0,0,0,28,7.00
Sam Curran,England,Bangladesh,3,3,1,0,0,67,33.50
Sam Curran,England,India,3,2,1,0,1,107,107.00
Sam Curran,England,Netherlands,2,0,0,0,0,0,
Sam Curran,England,New Zealand,4,4,0,0,0,79,19.75
Sam Curran,England,South Africa,8,6,0,0,0,116,19.33
Sam Curran,England,Sri Lanka,4,2,1,0,0,11,11.00
Sam Curran,England,Overall (8),29,22,3,0,1,418,22.00
Chris Woakes,England,Afghanistan,2,2,1,0,0,10,10.00
Chris Woakes,England,Australia,22,20,5,0,3,409,27.27
Chris Woakes,England,Bangladesh,9,8,3,0,0,165,33.00
Chris Woakes,England,India,13,11,2,0,0,123,13.67
Chris Woakes,England,Ireland,1,1,1,0,0,19,
Chris Woakes,England,Netherlands,1,1,0,0,1,51,51.00
Chris Woakes,England,New Zealand,16,13,2,0,0,124,11.27
Chris Woakes,England,Pakistan,14,6,2,0,0,88,22.00
Chris Woakes,England,Scotland,1,1,0,0,0,1,1.00
Chris Woakes,England,South Africa,10,8,3,0,0,148,29.60
Chris Woakes,England,Sri Lanka,21,11,3,0,1,231,28.88
Chris Woakes,England,West Indies,12,6,2,0,1,155,38.75
Chris Woakes,England,Overall (12),122,88,24,0,6,1524,23.81
David Willey,England,Australia,11,10,5,0,0,128,25.60
David Willey,England,Bangladesh,2,2,1,0,0,9,9.00
David Willey,England,India,10,8,3,0,1,162,32.40
David Willey,England,Ireland,7,4,2,0,1,119,59.50
David Willey,England,Netherlands,4,1,0,0,0,6,6.00
David Willey,England,New Zealand,8,6,3,0,0,73,24.33
David Willey,England,Pakistan,10,5,1,0,0,52,13.00
David Willey,England,Scotland,1,1,0,0,0,7,7.00
David Willey,England,South Africa,8,6,2,0,0,85,21.25
David Willey,England,Sri Lanka,9,2,1,0,0,21,21.00
David Willey,England,West Indies,3,1,1,0,0,1,
David Willey,England,Overall (11),73,46,19,0,2,663,24.56
Tanzid Hasan,Bangladesh,Afghanistan,1,1,0,0,0,5,5.00
Tanzid Hasan,Bangladesh,Australia,1,1,0,0,0,36,36.00
Tanzid Hasan,Bangladesh,England,1,1,0,0,0,1,1.00
Tanzid Hasan,Bangladesh,India,2,2,0,0,1,64,32.00
Tanzid Hasan,Bangladesh,Netherlands,1,1,0,0,0,15,15.00
Tanzid Hasan,Bangladesh,New Zealand,4,3,0,0,0,37,12.33
Tanzid Hasan,Bangladesh,Pakistan,1,1,0,0,0,0,0.00
Tanzid Hasan,Bangladesh,South Africa,1,1,0,0,0,12,12.00
Tanzid Hasan,Bangladesh,Sri Lanka,2,2,0,0,0,9,4.50
Tanzid Hasan,Bangladesh,Overall (9),14,13,0,0,1,179,13.77
Litton Das,Bangladesh,Afghanistan,10,10,1,1,2,391,43.44
Litton Das,Bangladesh,Australia,2,2,0,0,0,56,28.00
Litton Das,Bangladesh,England,4,4,0,0,1,83,20.75
Litton Das,Bangladesh,India,11,11,0,1,1,371,33.73
Litton Das,Bangladesh,Ireland,7,7,1,0,3,278,46.33
Litton Das,Bangladesh,Netherlands,1,1,0,0,0,3,3.00
Litton Das,Bangladesh,New Zealand,9,8,0,0,0,49,6.13
Litton Das,Bangladesh,Pakistan,4,4,0,0,0,99,24.75
Litton Das,Bangladesh,South Africa,10,10,1,0,1,198,22.00
Litton Das,Bangladesh,Sri Lanka,5,5,0,0,0,63,12.60
Litton Das,Bangladesh,West Indies,10,10,2,0,2,285,35.63
Litton Das,Bangladesh,Zimbabwe,13,13,2,3,2,658,59.82
Litton Das,Bangladesh,Overall (12),86,85,7,5,12,2534,32.49
Najmul Hossain Shanto,Bangladesh,Afghanistan,7,7,1,1,1,200,33.33
Najmul Hossain Shanto,Bangladesh,Australia,1,1,0,0,0,45,45.00
Najmul Hossain Shanto,Bangladesh,England,4,4,0,0,2,111,27.75
Najmul Hossain Shanto,Bangladesh,India,4,4,0,0,0,36,9.00
Najmul Hossain Shanto,Bangladesh,Ireland,6,5,0,1,1,294,58.80
Najmul Hossain Shanto,Bangladesh,Netherlands,1,1,0,0,0,9,9.00
Najmul Hossain Shanto,Bangladesh,New Zealand,2,2,0,0,1,83,41.50
Najmul Hossain Shanto,Bangladesh,Pakistan,1,1,0,0,0,4,4.00
Najmul Hossain Shanto,Bangladesh,South Africa,1,1,0,0,0,0,0.00
Najmul Hossain Shanto,Bangladesh,Sri Lanka,2,2,0,0,2,179,89.50
Najmul Hossain Shanto,Bangladesh,West Indies,6,6,0,0,0,96,16.00
Najmul Hossain Shanto,Bangladesh,Zimbabwe,4,4,0,0,0,73,18.25
Najmul Hossain Shanto,Bangladesh,Overall (12),39,38,1,2,7,1130,30.54
Mushfiqur Rahim,Bangladesh,Afghanistan,15,14,1,0,4,459,35.31
Mushfiqur Rahim,Bangladesh,Australia,7,7,4,1,1,260,86.67
Mushfiqur Rahim,Bangladesh,Bermuda,2,0,0,0,0,0,
Mushfiqur Rahim,Bangladesh,Canada,1,0,0,0,0,0,
Mushfiqur Rahim,Bangladesh,England,16,16,1,0,6,626,41.73
Mushfiqur Rahim,Bangladesh,India,26,25,3,1,3,703,31.95
Mushfiqur Rahim,Bangladesh,Ireland,13,12,4,1,1,411,51.38
Mushfiqur Rahim,Bangladesh,Netherlands,3,3,1,0,0,12,6.00
Mushfiqur Rahim,Bangladesh,New Zealand,31,30,3,0,4,743,27.52
Mushfiqur Rahim,Bangladesh,Pakistan,16,16,2,1,4,511,36.50
Mushfiqur Rahim,Bangladesh,Scotland,3,2,0,0,1,66,33.00
Mushfiqur Rahim,Bangladesh,South Africa,15,12,1,1,2,320,29.09
Mushfiqur Rahim,Bangladesh,Sri Lanka,36,34,1,2,5,1072,32.48
Mushfiqur Rahim,Bangladesh,United Arab Emirates,1,1,0,0,0,16,16.00
Mushfiqur Rahim,Bangladesh,West Indies,29,29,8,0,8,972,46.29
Mushfiqur Rahim,Bangladesh,Zimbabwe,51,47,11,2,9,1437,39.92
Mushfiqur Rahim,Bangladesh,Overall (16),265,248,40,9,48,7608,36.58
Tawid Hridoy,Bangladesh,Afghanistan,5,4,1,0,1,89,29.67
Tawid Hridoy,Bangladesh,Australia,1,1,0,0,1,74,74.00
Tawid Hridoy,Bangladesh,England,1,1,0,0,0,39,39.00
Tawid Hridoy,Bangladesh,India,2,2,0,0,1,70,35.00
Tawid Hridoy,Bangladesh,Ireland,6,5,0,0,2,249,49.80
Tawid Hridoy,Bangladesh,New Zealand,4,3,0,0,0,35,11.67
Tawid Hridoy,Bangladesh,Pakistan,2,2,0,0,0,9,4.50
Tawid Hridoy,Bangladesh,Sri Lanka,3,3,1,0,1,117,58.50
Tawid Hridoy,Bangladesh,Overall (8),24,21,2,0,6,682,35.89
Shakib Al Hasan,Bangladesh,Afghanistan,15,15,1,0,2,413,29.50
Shakib Al Hasan,Bangladesh,Australia,9,9,0,0,1,217,24.11
Shakib Al Hasan,Bangladesh,Bermuda,2,2,2,0,0,68,
Shakib Al Hasan,Bangladesh,Canada,1,1,1,1,0,134,
Shakib Al Hasan,Bangladesh,England,18,18,1,1,4,541,31.82
Shakib Al Hasan,Bangladesh,India,22,21,1,0,9,751,37.55
Shakib Al Hasan,Bangladesh,Ireland,15,12,2,0,3,331,33.10
Shakib Al Hasan,Bangladesh,Kenya,3,3,1,0,0,58,29.00
Shakib Al Hasan,Bangladesh,Netherlands,3,3,0,0,0,21,7.00
Shakib Al Hasan,Bangladesh,New Zealand,23,23,2,2,3,679,32.33
Shakib Al Hasan,Bangladesh,Pakistan,18,17,2,1,5,649,43.27
Shakib Al Hasan,Bangladesh,Scotland,3,3,2,0,1,116,116.00
Shakib Al Hasan,Bangladesh,South Africa,18,17,2,0,5,493,32.87
Shakib Al Hasan,Bangladesh,Sri Lanka,28,26,2,0,7,716,29.83
Shakib Al Hasan,Bangladesh,West Indies,21,19,4,1,8,834,55.60
Shakib Al Hasan,Bangladesh,Zimbabwe,48,45,8,3,8,1549,41.86
Shakib Al Hasan,Bangladesh,Overall (16),247,234,31,9,56,7570,37.29
Mahedi Hasan,Bangladesh,Australia,1,1,1,0,0,2,
Mahedi Hasan,Bangladesh,England,1,1,0,0,0,14,14.00
Mahedi Hasan,Bangladesh,India,1,1,1,0,0,29,
Mahedi Hasan,Bangladesh,Netherlands,1,1,0,0,0,17,17.00
Mahedi Hasan,Bangladesh,New Zealand,6,5,0,0,0,54,10.80
Mahedi Hasan,Bangladesh,Sri Lanka,1,1,0,0,0,6,6.00
Mahedi Hasan,Bangladesh,Overall (6),11,10,2,0,0,122,15.25
Mahmudullah,Bangladesh,Afghanistan,11,10,3,0,2,313,44.71
Mahmudullah,Bangladesh,Australia,7,7,2,0,2,244,48.80
Mahmudullah,Bangladesh,England,16,16,3,1,1,465,35.77
Mahmudullah,Bangladesh,India,18,17,4,0,3,476,36.62
Mahmudullah,Bangladesh,Ireland,8,5,4,0,0,144,144.00
Mahmudullah,Bangladesh,Netherlands,3,2,1,0,0,48,48.00
Mahmudullah,Bangladesh,New Zealand,30,27,5,2,2,787,35.77
Mahmudullah,Bangladesh,Pakistan,20,19,4,0,2,357,23.80
Mahmudullah,Bangladesh,Scotland,1,1,0,0,1,62,62.00
Mahmudullah,Bangladesh,South Africa,12,10,1,1,1,325,36.11
Mahmudullah,Bangladesh,Sri Lanka,31,28,3,0,3,599,23.96
Mahmudullah,Bangladesh,United Arab Emirates,1,1,1,0,0,8,
Mahmudullah,Bangladesh,West Indies,27,21,11,0,5,636,63.60
Mahmudullah,Bangladesh,Zimbabwe,44,35,9,0,6,884,34.00
Mahmudullah,Bangladesh,Overall (14),229,199,51,4,28,5348,36.14
Mehidy Hasan Miraz,Bangladesh,Afghanistan,11,8,3,1,2,295,59.00
Mehidy Hasan Miraz,Bangladesh,Australia,3,3,0,0,0,49,16.33
Mehidy Hasan Miraz,Bangladesh,England,5,5,0,0,0,39,7.80
Mehidy Hasan Miraz,Bangladesh,India,7,7,2,1,0,231,46.20
Mehidy Hasan Miraz,Bangladesh,Ireland,5,3,0,0,0,83,27.67
Mehidy Hasan Miraz,Bangladesh,Netherlands,1,1,0,0,0,35,35.00
Mehidy Hasan Miraz,Bangladesh,New Zealand,9,8,0,0,0,123,15.38
Mehidy Hasan Miraz,Bangladesh,Pakistan,4,4,1,0,0,44,14.67
Mehidy Hasan Miraz,Bangladesh,South Africa,6,5,2,0,0,88,29.33
Mehidy Hasan Miraz,Bangladesh,Sri Lanka,14,11,0,0,1,160,14.55
Mehidy Hasan Miraz,Bangladesh,West Indies,16,2,2,0,0,26,
Mehidy Hasan Miraz,Bangladesh,Zimbabwe,10,7,0,0,0,74,10.57
Mehidy Hasan Miraz,Bangladesh,Overall (12),91,64,10,2,3,1247,23.09
Pathum Nissanka,Sri Lanka,Afghanistan,8,8,1,0,2,342,48.86
Pathum Nissanka,Sri Lanka,Australia,6,6,0,1,2,283,47.17
Pathum Nissanka,Sri Lanka,Bangladesh,6,6,0,0,0,123,20.50
Pathum Nissanka,Sri Lanka,England,4,4,1,0,1,93,31.00
Pathum Nissanka,Sri Lanka,India,4,4,0,0,1,80,20.00
Pathum Nissanka,Sri Lanka,Ireland,1,1,0,0,0,20,20.00
Pathum Nissanka,Sri Lanka,Netherlands,3,3,0,0,1,77,25.67
Pathum Nissanka,Sri Lanka,New Zealand,3,3,0,0,1,68,22.67
Pathum Nissanka,Sri Lanka,Oman,1,1,1,0,0,37,
Pathum Nissanka,Sri Lanka,Pakistan,2,2,0,0,1,80,40.00
Pathum Nissanka,Sri Lanka,Scotland,1,1,0,0,1,75,75.00
Pathum Nissanka,Sri Lanka,South Africa,1,1,0,0,0,0,0.00
Pathum Nissanka,Sri Lanka,United Arab Emirates,1,1,0,0,1,57,57.00
Pathum Nissanka,Sri Lanka,West Indies,4,4,0,1,0,146,36.50
Pathum Nissanka,Sri Lanka,Zimbabwe,4,4,1,1,2,247,82.33
Pathum Nissanka,Sri Lanka,Overall (15),49,49,4,3,13,1728,38.40
Kusal Perera,Sri Lanka,Afghanistan,3,3,0,0,1,128,42.67
Kusal Perera,Sri Lanka,Australia,12,11,2,0,3,270,30.00
Kusal Perera,Sri Lanka,Bangladesh,16,16,1,3,1,613,40.87
Kusal Perera,Sri Lanka,England,20,19,0,0,2,338,17.79
Kusal Perera,Sri Lanka,India,10,9,1,0,1,139,17.38
Kusal Perera,Sri Lanka,Ireland,3,3,0,1,0,167,55.67
Kusal Perera,Sri Lanka,Netherlands,1,1,0,0,0,5,5.00
Kusal Perera,Sri Lanka,New Zealand,6,6,0,1,1,229,38.17
Kusal Perera,Sri Lanka,Pakistan,14,14,0,1,2,445,31.79
Kusal Perera,Sri Lanka,Scotland,1,1,0,0,0,24,24.00
Kusal Perera,Sri Lanka,South Africa,16,15,1,0,2,391,27.93
Kusal Perera,Sri Lanka,West Indies,9,9,0,0,3,324,36.00
Kusal Perera,Sri Lanka,Zimbabwe,5,4,0,0,1,164,41.00
Kusal Perera,Sri Lanka,Overall (13),116,111,5,6,17,3237,30.54
Kusal Mendis,Sri Lanka,Afghanistan,10,10,2,0,3,303,37.88
Kusal Mendis,Sri Lanka,Australia,12,12,2,0,4,462,46.20
Kusal Mendis,Sri Lanka,Bangladesh,16,15,1,1,3,480,34.29
Kusal Mendis,Sri Lanka,England,10,10,0,0,3,287,28.70
Kusal Mendis,Sri Lanka,India,12,12,0,0,1,220,18.33
Kusal Mendis,Sri Lanka,Ireland,3,3,0,0,1,59,19.67
Kusal Mendis,Sri Lanka,Netherlands,3,3,0,0,0,64,21.33
Kusal Mendis,Sri Lanka,New Zealand,7,7,0,0,0,44,6.29
Kusal Mendis,Sri Lanka,Oman,1,0,0,0,0,0,
Kusal Mendis,Sri Lanka,Pakistan,5,5,0,1,1,252,50.40
Kusal Mendis,Sri Lanka,Scotland,2,2,0,0,1,67,33.50
Kusal Mendis,Sri Lanka,South Africa,18,18,0,0,4,514,28.56
Kusal Mendis,Sri Lanka,United Arab Emirates,1,1,0,0,1,78,78.00
Kusal Mendis,Sri Lanka,West Indies,7,7,1,1,2,365,60.83
Kusal Mendis,Sri Lanka,Zimbabwe,14,13,3,0,2,314,31.40
Kusal Mendis,Sri Lanka,Overall (15),121,118,9,3,26,3509,32.19
Sadeera Samarawickrama,Sri Lanka,Afghanistan,4,3,0,0,0,83,27.67
Sadeera Samarawickrama,Sri Lanka,Australia,1,1,0,0,0,8,8.00
Sadeera Samarawickrama,Sri Lanka,Bangladesh,3,3,0,0,2,188,62.67
Sadeera Samarawickrama,Sri Lanka,England,4,4,1,0,2,155,51.67
Sadeera Samarawickrama,Sri Lanka,India,4,4,0,0,0,59,14.75
Sadeera Samarawickrama,Sri Lanka,Ireland,1,1,0,0,1,82,82.00
Sadeera Samarawickrama,Sri Lanka,Netherlands,3,3,1,0,1,111,55.50
Sadeera Samarawickrama,Sri Lanka,New Zealand,1,1,0,0,0,1,1.00
Sadeera Samarawickrama,Sri Lanka,Oman,1,0,0,0,0,0,
Sadeera Samarawickrama,Sri Lanka,Pakistan,5,5,0,1,0,162,32.40
Sadeera Samarawickrama,Sri Lanka,Scotland,1,1,0,0,0,26,26.00
Sadeera Samarawickrama,Sri Lanka,South Africa,1,1,0,0,0,23,23.00
Sadeera Samarawickrama,Sri Lanka,United Arab Emirates,1,1,0,0,1,73,73.00
Sadeera Samarawickrama,Sri Lanka,West Indies,1,1,1,0,0,17,
Sadeera Samarawickrama,Sri Lanka,Zimbabwe,1,0,0,0,0,0,
Sadeera Samarawickrama,Sri Lanka,Overall (15),32,29,3,1,7,988,38.00
Dasun Shanaka,Sri Lanka,Afghanistan,8,6,0,0,0,104,17.33
Dasun Shanaka,Sri Lanka,Australia,6,6,0,0,0,58,9.67
Dasun Shanaka,Sri Lanka,Bangladesh,6,6,1,0,0,100,20.00
Dasun Shanaka,Sri Lanka,England,12,11,2,0,1,272,30.22
Dasun Shanaka,Sri Lanka,India,8,8,1,1,0,185,26.43
Dasun Shanaka,Sri Lanka,Ireland,3,3,0,0,0,48,16.00
Dasun Shanaka,Sri Lanka,Netherlands,2,2,0,0,0,6,3.00
Dasun Shanaka,Sri Lanka,New Zealand,3,3,0,0,0,33,11.00
Dasun Shanaka,Sri Lanka,Oman,1,0,0,0,0,0,
Dasun Shanaka,Sri Lanka,Pakistan,4,4,0,0,1,125,31.25
Dasun Shanaka,Sri Lanka,Scotland,1,1,0,0,0,0,0.00
Dasun Shanaka,Sri Lanka,South Africa,6,6,0,0,2,203,33.83
Dasun Shanaka,Sri Lanka,United Arab Emirates,1,1,0,0,0,1,1.00
Dasun Shanaka,Sri Lanka,West Indies,2,1,0,0,0,22,22.00
Dasun Shanaka,Sri Lanka,Zimbabwe,6,3,1,1,0,127,63.50
Dasun Shanaka,Sri Lanka,Overall (15),69,61,5,2,4,1284,22.93
Dushan Hemantha,Sri Lanka,Afghanistan,1,1,0,0,0,22,22.00
Dushan Hemantha,Sri Lanka,India,2,2,1,0,0,13,13.00
Dushan Hemantha,Sri Lanka,Netherlands,1,1,1,0,0,4,
Dushan Hemantha,Sri Lanka,West Indies,1,0,0,0,0,0,
Dushan Hemantha,Sri Lanka,Overall (4),5,4,2,0,0,39,19.50
Dhananjaya de Silva,Sri Lanka,Afghanistan,10,8,1,0,1,152,21.71
Dhananjaya de Silva,Sri Lanka,Australia,11,11,1,0,2,280,28.00
Dhananjaya de Silva,Sri Lanka,Bangladesh,9,8,1,0,1,134,19.14
Dhananjaya de Silva,Sri Lanka,England,9,7,2,0,1,199,39.80
Dhananjaya de Silva,Sri Lanka,India,8,8,1,0,0,169,24.14
Dhananjaya de Silva,Sri Lanka,Ireland,2,2,2,0,0,45,
Dhananjaya de Silva,Sri Lanka,Netherlands,3,3,0,0,1,127,42.33
Dhananjaya de Silva,Sri Lanka,New Zealand,4,4,0,0,0,72,18.00
Dhananjaya de Silva,Sri Lanka,Oman,1,0,0,0,0,0,
Dhananjaya de Silva,Sri Lanka,Pakistan,3,3,0,0,0,31,10.33
Dhananjaya de Silva,Sri Lanka,Scotland,2,2,0,0,0,30,15.00
Dhananjaya de Silva,Sri Lanka,South Africa,17,17,0,0,1,395,23.24
Dhananjaya de Silva,Sri Lanka,United Arab Emirates,1,1,0,0,0,5,5.00
Dhananjaya de Silva,Sri Lanka,West Indies,6,6,1,0,2,148,29.60
Dhananjaya de Silva,Sri Lanka,Zimbabwe,4,2,1,0,1,78,78.00
Dhananjaya de Silva,Sri Lanka,Overall (15),90,82,10,0,10,1865,25.90
Charith Asalanka,Sri Lanka,Afghanistan,8,6,1,0,2,248,49.60
Charith Asalanka,Sri Lanka,Australia,6,6,1,1,0,212,42.40
Charith Asalanka,Sri Lanka,Bangladesh,3,3,1,1,1,180,90.00
Charith Asalanka,Sri Lanka,England,3,2,0,0,0,3,1.50
Charith Asalanka,Sri Lanka,India,9,9,0,0,1,189,21.00
Charith Asalanka,Sri Lanka,Ireland,1,1,0,0,0,38,38.00
Charith Asalanka,Sri Lanka,Netherlands,3,3,0,0,0,82,27.33
Charith Asalanka,Sri Lanka,New Zealand,3,3,0,0,0,26,8.67
Charith Asalanka,Sri Lanka,Oman,1,0,0,0,0,0,
Charith Asalanka,Sri Lanka,Pakistan,2,2,1,0,0,50,50.00
Charith Asalanka,Sri Lanka,Scotland,1,1,0,0,1,63,63.00
Charith Asalanka,Sri Lanka,South Africa,4,4,0,0,3,275,68.75
Charith Asalanka,Sri Lanka,United Arab Emirates,1,1,1,0,0,48,
Charith Asalanka,Sri Lanka,West Indies,1,0,0,0,0,0,
Charith Asalanka,Sri Lanka,Zimbabwe,4,3,0,0,2,146,48.67
Charith Asalanka,Sri Lanka,Overall (15),50,44,5,2,10,1560,40.00
